HOLEID,X,Y,Z,cu_ppm,au_ppm,ag_ppm,fe_ppm,s_ppm,total_sulphide_ppm,CuEq_ppm
33,442.2451749999309,-669.7003199979663,291.03,6800.000000000001,0.45,1.11,190700.0,4000.0,201500.0,6960.740000000001
33,444.5951749999076,-663.8303199969232,274.25,60199.99999999999,5.53,15.38,130300.0,20700.0,211200.0,62321.41999999999
33,447.4051749999635,-657.1203199978918,254.98,5100.0,0.13,0.78,198300.0,2500.0,205900.0,5185.02
33,451.7251749999122,-647.0903199966997,225.84,3600.0,0.19,0.94,249100.0,1300.0,254000.0,3707.46
33,455.2751749999589,-639.0603199973702,202.43,3100.0,0.13,0.95,242500.0,1100.0,246700.0,3199.3
33,458.8151749998797,-631.2003199979663,179.33,6600.0,0.86,1.75,326100.0,3100.0,335800.0,6876.0
33,460.8051749998704,-626.8503199964762,166.52,15300.0,3.08,3.14,422500.0,9200.0,447000.0,16025.76
33,462.8751749999356,-622.4003199972212,153.39,5300.0,0.28,1.1,250500.0,2500.0,258300.0,5434.4
33,466.61517499992624,-614.5403199978173,129.95,4300.0,0.29,0.93,253200.0,2400.0,259900.0,4421.62
33,469.28517499996815,-609.0803199969232,113.75,3900.0,0.11,1.09,187600.00000000003,1400.0000000000002,192900.00000000003,4008.06
34,-237.23482500005048,485.1296800021082,245.22,900.0,0.02,0.1,50599.99999999999,400.0,51899.99999999999,911.4
34,-240.52482500008773,476.7096800021827,221.91,400.0,0.02,0.04,39400.0,300.0,40100.0,406.36
34,-243.95482500013892,468.2996800020337,198.62,300.0,0.04,0.04,27600.0,200.0,28100.0,309.36
34,-246.3248250001343,462.69968000240624,183.15,900.0,0.09,0.08,32200.000000000004,600.0,33700.0,920.22
34,-248.78482500009704,457.0896800030023,167.69,2600.0,0.19,0.16,114200.0,1800.0,118600.0,2641.94
34,-252.5048250000691,448.68968000262976,144.45,2000.0,0.08,0.11,87899.99999999999,1400.0000000000002,91299.99999999999,2021.24
34,-256.3248250001343,440.18968000262976,121.25,2400.0,0.05,0.24,120700.0,900.0,124000.0,2427.66
34,-259.3248250001343,433.6196800023317,103.54,4300.0,0.83,0.79,120200.0,1600.0,126100.0,4490.86
34,-262.61482500005513,426.7096800021827,85.44,1200.0,0.06,0.07,55000.0,600.0,56800.0,1214.88
34,-267.21482500003185,417.4696800019592,61.52,400.0,0.11,0.04,40400.0,200.0,41000.0,419.86
34,-270.9948250000598,410.0896800030023,42.47,3100.0,0.05,0.4,118800.0,1000.0,122900.0,3141.1
34,-274.7048250001389,402.8996800035238,23.91,2100.0,0.09,0.23,101100.0,800.0,104000.0,2132.82
34,-278.2248250000412,396.4996800031513,7.1,7600.0,0.62,1.03,123700.0,2600.0,133900.0,7779.52
34,-281.4148250001017,391.0496800020337,-7.19,2200.0,0.04,0.38,138600.0,800.0,141600.0,2237.92
34,-286.21482500003185,383.2796800024808,-27.53,600.0,0.02,0.14,280800.0,200.0,281600.0,614.76
34,-290.4848250000505,376.5496800020337,-44.94,1600.0,0.06,0.32,272500.0,700.0000000000001,274800.0,1635.88
34,-294.0148250000784,371.0496800020337,-59.09,6100.0,0.21,1.84,212400.0,1900.0,220400.0,6286.06
34,-297.1548250000924,366.22968000359833,-71.41,11399.999999999998,0.61,2.89,296100.0,3500.0,311000.0,11734.259999999998
34,-299.88482500007376,362.0896800030023,-81.87,3600.0,0.07,1.22,210000.0,1100.0,214700.0,3712.98
34,-302.52482500008773,358.1296800021082,-91.81,3000.0,0.08,0.78,248900.0,1000.0,252900.0,3077.52
34,-303.8248250001343,356.2096800021827,-96.63,23900.0,0.93,6.59,421300.0,7300.0,452500.0,24593.06
34,-307.2048250001389,351.26968000270426,-108.98,3600.0,0.12,1.12,168900.0,1100.0,173600.0,3712.08
34,-313.37482500006445,342.3996800035238,-130.78,900.0,0.05,0.38,138100.0,400.0,139400.0,939.42
34,-317.1648250001017,337.0496800020337,-143.74,22300.0,0.64,5.29,295300.0,7800.0,325400.0,22840.36
34,-318.5848250000272,335.0396800022572,-148.57,1100.0,0.08,0.38,177200.0,500.0,178800.0,1143.92
34,-322.63482500007376,329.3996800035238,-162.12,5900.0,0.4,1.66,253000.0,2000.0,260900.0,6099.44
34,-327.37482500006445,322.7096800021827,-177.98,500.0,0.02,0.17,302000.0,200.0,302700.0,517.28
34,-329.3948250000831,319.8496800027788,-184.69,9300.0,0.35,2.59,323200.0,3200.0,335700.0,9570.06
34,-330.3948250000831,318.43968000262976,-187.99,9600.0,0.45,2.33,444700.0,3400.0000000000005,457700.0,9863.22
34,-331.6448250000831,316.6796800028533,-192.08,4200.0,0.14,1.01,307800.0,1600.0,313600.0,4305.84
34,-333.05482500011567,314.72968000359833,-196.61,14900.0,1.45,3.58,370400.0,5300.0,390600.0,15418.22
34,-334.0448250001064,313.3396800030023,-199.81,14700.0,1.03,3.54,295500.0,5200.0,315400.0,15151.86
34,-335.9048250000924,310.7596800029278,-205.71,14000.0,1.03,2.26,435600.0,6600.0,456200.0,14344.34
34,-340.8448250000365,303.9296800028533,-221.13,7400.0,0.48,1.67,307400.0,2900.0,317700.0,7612.28
34,-348.2048250001389,294.0996800027788,-242.9,3600.0,0.17,0.93,238800.0,1200.0,243600.0,3703.62
34,-356.064825000125,284.1496800035238,-264.44,5300.0,0.25,1.3,234600.0,1800.0,241700.0,5446.7
34,-362.1548250000924,276.47968000359833,-280.93,5400.0,0.28,1.83,198600.0,1700.0000000000002,205700.0,5595.72
35,221.4951749999309,249.9196800030768,145.79,600.0,0.01,0.14,254500.0,300.0,255400.0,613.26
35,219.2551749999402,244.5496800020337,131.97,1200.0,0.03,0.27,251500.0,400.0,253100.0,1227.18
35,217.71517499990296,240.86968000233173,122.56,3400.0000000000005,0.09,0.85,206200.0,1100.0,210700.0,3484.9000000000005
35,214.62517499993555,233.4996800031513,103.73,4300.0,0.18,0.94,245900.0,1400.0000000000002,251600.0,4405.96
35,212.39517499995415,228.26968000270423,90.36,600.0,0.01,0.14,204600.0,200.0,205400.0,613.26
35,210.1751749998657,223.10968000255525,77.21,2600.0,0.07,0.61,229500.0,900.0,233000.0,2661.74
35,207.94517499988436,217.9196800030768,63.89,700.0000000000001,0.02,0.18,197100.0,200.0,198000.0,718.1200000000001
35,205.7351749999216,212.7496800031513,50.55,5500.0,0.18,1.33,240100.00000000003,1700.0000000000002,247300.00000000003,5638.72
35,203.31517499987967,207.1696800030768,36.16,6200.0,0.18,1.34,294300.0,2100.0,302600.0,6339.56
35,202.54517499986105,205.4196800030768,31.63,35900.0,1.57,7.72,489200.0,11800.0,536900.0,36783.98
35,200.3051749998704,200.3196800034493,18.48,7300.0,0.15,1.75,248000.0,2500.0,257800.0,7469.5
35,196.3351749998983,191.3396800030023,-4.51,4600.0,0.63,1.35,242200.0,1400.0000000000002,248200.0,4807.9
35,192.27517499995884,182.42968000285327,-27.52,7300.0,0.17,2.0,241300.0,2000.0,250600.0,7493.5
35,189.39517499995415,176.28968000225723,-43.5,4000.0,0.19,1.24,249100.0,1200.0,254300.0,4132.66
35,187.78517499996812,172.94968000240624,-52.18,44100.0,1.23,11.54,391200.0,13300.0,448600.0,45253.86
35,185.6751749998657,168.6696800030768,-63.33,2000.0,0.09,0.61,264400.0,700.0000000000001,267100.0,2064.74
35,183.12517499993555,163.4996800031513,-76.77,30100.0,1.1,8.34,495300.0,10400.0,535800.0,30965.56
35,179.6751749998657,156.5896800030023,-94.76,3700.0,0.09,1.11,186700.00000000003,1200.0,191600.00000000003,3806.74
35,175.2551749999402,147.7496800031513,-117.72,7700.0,0.71,2.29,258800.0,2400.0,268900.0,7998.86
35,170.8851749999449,138.92968000285327,-140.7,5000.0,0.15,1.5,263000.0,1700.0000000000002,269700.0,5148.5
35,166.8351749998983,130.68968000262976,-162.14,1300.0,0.1,0.43,217200.0,400.0,218900.0,1351.12
36,-708.0548250001157,644.7096800021827,275.66,10600.0,0.32,0.82,112100.0,300.0,123000.0,10716.88
36,-710.9748250000412,637.3296800032258,253.89,4200.0,0.04,0.48,62100.0,1100.0,67400.0,4246.32
36,-714.064825000125,629.9496800024062,232.14,1500.0,0.1,0.11,106600.0,600.0,108700.0,1524.24
36,-717.7248250000412,621.8996800035238,208.76,5699.999999999999,0.17,0.79,117600.0,2000.0,125300.0,5791.859999999999
36,-721.2348250000505,614.6996800024062,188.19,4200.0,0.15,0.39,160100.00000000003,1800.0,166100.00000000003,4255.26
36,-723.5248250000877,610.1996800024062,175.48,36000.0,0.56,3.0,406500.0,17800.0,460300.0,36336.0
36,-724.784825000097,607.7796800024807,168.76,4900.0,0.22,0.9,186400.0,1700.0000000000002,193000.0,5008.6
36,-725.8448250000365,605.7696800027043,163.21,3300.0,0.14,0.6,136300.0,1200.0,140800.0,3371.4
36,-728.2948250001064,601.1696800030768,150.65,8300.0,0.43,1.43,138300.0,3000.0,149600.0,8484.62
36,-732.7148250000319,593.2396800033748,129.24,8100.000000000001,0.19,1.44,245400.0,2900.0,256400.0,8249.460000000001
36,-737.7648250000784,584.6396800037473,106.32,4900.0,0.18,1.28,209800.0,1700.0000000000002,216400.0,5034.52
36,-743.0148250000784,576.0496800020337,83.43,1500.0,0.06,0.54,176900.0,600.0,179000.0,1554.36
36,-746.6048250000458,570.4296800028533,68.45,2400.0,0.07,0.73,186000.0,1000.0,189400.0,2471.82
36,-748.2648250000784,567.8796800021082,61.7,900.0,0.03,0.32,152700.0,300.0,153900.0,931.38
36,-749.8348250000272,565.4996800031513,55.45,6800.000000000001,0.13,1.75,222200.0,2200.0,231200.0,6966.500000000001
36,-751.0148250000784,563.7296800035983,50.84,2100.0,0.08,0.45,380600.0,800.0,383500.0,2149.8
36,-753.7148250000319,559.6896800026298,40.39,2200.0,0.07,0.43,346100.0,900.0,349200.0,2246.62
36,-760.034825000097,550.3496800027788,16.55,5200.0,0.33,1.41,188200.0,1700.0000000000002,195100.0,5367.94
36,-763.8448250000365,544.8296800032258,2.66,2300.0,0.09,0.7,202500.0,700.0000000000001,205500.0,2372.3
36,-766.9048250000924,540.4896800033748,-8.19,3800.0,0.13,1.24,238000.0,1400.0000000000002,243200.0,3923.66
36,-770.784825000097,535.0896800030023,-21.58,3800.0,0.12,1.58,223000.0,1000.0,227800.0,3950.72
36,-776.0448250001064,527.7896800022572,-39.44,2400.0,0.05,1.18,194800.0,700.0000000000001,197900.0,2506.62
36,-780.5248250000877,521.6296800021082,-54.3,2700.0,0.06,1.82,234400.0,800.0,237900.0,2861.88
36,-782.2648250000784,519.2696800027043,-59.99,20400.0,1.21,9.58,315500.0,5699.999999999999,341600.0,21386.22
36,-784.0548250001157,516.8696800023317,-65.76,14700.0,1.09,6.04,281000.0,4100.0,299800.0,15370.86
36,-785.8448250000365,514.4896800033748,-71.48,23500.0,1.16,8.86,358100.0,6899.999999999999,388500.0,24418.24
36,-790.7648250000784,508.0396800022572,-86.93,14600.0,0.76,5.65,298700.0,4000.0,317300.0,15188.6
36,-798.6548250000924,497.8396800030023,-110.88,16700.0,0.77,6.4,314600.0,4400.0,335700.0,17353.1
37,-95.72482500004116,293.68968000262976,222.43,1900.0,0.06,0.39,98100.0,700.0000000000001,100700.0,1941.76
37,-99.03482500009704,284.5996800027788,198.09,8000.0,0.23,1.23,209600.0,2900.0,220500.0,8137.82
37,-102.51482500007842,275.2396800033748,173.42,1400.0000000000002,0.04,0.31,240100.00000000003,500.0,242000.00000000003,1432.0400000000002
37,-106.01482500007842,265.93968000262976,149.59,1900.0,0.05,0.47,260500.0,700.0000000000001,263100.0,1946.98
37,-109.3248250001343,257.0996800027788,128.18,4200.0,0.06,0.91,258400.0,1300.0,263900.0,4285.44
37,-111.61482500005512,250.9896800033748,113.62,5900.0,0.08,2.01,190500.0,1800.0,198200.0,6080.84
37,-113.9148250001017,244.94968000240624,99.37,5200.0,0.16,1.14,269500.0,1800.0,276500.0,5319.76
38,-81.44482500012964,328.6296800021082,223.35,500.0,0.05,0.04,54700.0,400.0,55600.0,510.86
38,-83.64482500008307,322.35968000255525,205.56,1900.0,0.13,0.19,46300.0,1200.0,49400.0,1935.46
38,-87.65482500009239,311.5096800029278,174.76,600.0,0.02,0.07,67600.0,300.0,68500.0,608.88
38,-89.29482500010636,307.2596800029278,162.77,1700.0000000000002,0.09,0.3,99400.0,600.0,101700.0,1738.7000000000003
38,-91.12482500006443,302.63968000374734,149.92,5400.0,0.15,1.0,67800.0,1800.0,75000.0,5506.5
38,-93.28482500009704,297.3996800035238,135.47,9000.0,0.2,1.28,156100.0,3000.0,168100.0,9137.52
38,-95.04482500010636,293.13968000374734,123.93,6600.0,0.11,1.14,116700.0,2200.0,125500.0,6712.26
38,-97.18482500012033,288.0896800030023,110.45,7700.0,0.51,1.67,240500.0,2600.0,250800.0,7916.78
38,-99.7548250000691,282.11968000233173,94.77,8800.0,0.09,1.44,210700.0,3100.0,222600.0,8934.46
38,-100.71482500003184,279.88968000374734,88.96,5800.0,0.21,1.0,278300.0,2500.0,286600.0,5915.5
38,-103.13482500007376,274.3296800032258,74.49,1700.0000000000002,0.18,0.35,217800.0,600.0,220100.0,1756.4000000000003
38,-107.39482500008307,264.76968000270426,50.01,2900.0,0.09,0.58,255300.0,1000.0,259200.0,2962.22
38,-109.93482500012033,259.1796800028533,36.09,3200.0,0.02,0.7,189600.0,1100.0,193900.0,3261.8
38,-111.22482500004116,256.38968000374734,29.19,2500.0,0.03,0.66,239100.0,800.0,242400.0,2559.94
38,-113.0848250000272,252.36968000233173,19.37,3000.0,0.06,0.87,198200.0,1000.0,202200.0,3082.08
38,-118.4948250000598,241.0496800020337,-8.02,3100.0,0.02,0.89,194000.0,900.0,198000.0,3177.76
38,-123.2548250000691,231.5496800020337,-30.65,3500.0,0.32,0.87,248500.0,1100.0,253100.0,3621.08
38,-126.46482500003184,225.26968000270423,-45.54,5100.0,0.15,1.43,270400.0,1600.0,277100.0,5242.62
38,-127.59482500003652,223.0796800032258,-50.73,29600.0,0.84,10.25,415300.0,10500.0,455400.0,30587.0
38,-148.37482500006445,184.2196800019592,-142.92,4600.0,0.17,1.17,203500.0,2000.0,210100.0,4723.78
38,-154.7448250000598,173.59968000277877,-167.17,4100.0,0.16,0.99,248800.0,1700.0000000000002,254600.0,4207.16
39,601.0651749998797,-668.5703199971467,331.12,2900.0,0.18,0.57,279800.0,1300.0,284000.0,2974.88
39,599.935174999875,-671.6203199978918,324.12,2600.0,0.11,0.62,309300.0,1100.0,313000.0,2668.58
39,597.8351749998983,-677.3003199975938,311.19,4800.0,0.39,1.0,246100.0,2000.0,252900.0,4942.5
39,594.5951749999076,-686.0503199975938,291.51,17600.0,1.24,3.61,336000.0,8000.0,361600.0,18089.24
39,590.435174999875,-697.0803199969232,266.95,9400.0,1.82,3.14,162600.00000000003,3300.0,175300.00000000003,9936.76
40,394.4151749999728,-522.3903199974447,309.17,15000.0,1.08,0.63,386800.0,13899.999999999998,415700.0,15214.92
40,396.7551749999402,-516.4203199967742,292.7,10700.0,1.1,0.6,434100.0,10400.0,455200.0,10915.4
40,399.2351749999216,-510.4503199979663,276.25,2900.0,0.17,0.56,237900.0,1800.0,242600.0,2972.54
40,402.0651749998797,-504.02031999640167,258.52,4900.0,0.4,0.95,264600.0,2900.0,272400.0,5039.8
40,404.3551749999169,-498.9203199967742,244.36,600.0,0.03,0.18,208300.0,300.0,209200.0,619.62
40,406.2051749998936,-494.8603199962527,233.08,7200.0,0.65,1.44,260900.0,4500.0,272600.0,7418.46
40,407.4851749999216,-492.1403199974448,225.48,400.0,0.05,0.12,231300.0,200.0,231900.0,417.58
40,410.2651749999495,-486.3903199974448,209.51,9000.0,1.09,2.65,240100.00000000003,4900.0,254000.00000000003,9386.1
40,414.5551749998704,-477.9903199970722,186.36,2600.0,0.17,0.73,226800.0,1100.0,230500.0,2686.82
40,418.9851749999216,-469.6003199964762,163.23,4300.0,0.23,1.26,209500.0,1600.0,215400.0,4440.34
40,423.5851749998983,-461.30031999759376,140.1,2900.0,0.48,0.77,234800.0,1300.0,239000.0,3036.68
40,428.325174999889,-453.1503199972212,117.35,3700.0,0.22,0.83,222200.0,1800.0,227700.0,3802.72
40,431.5551749998704,-447.77031999640167,102.31,2400.0,0.21,0.6,237900.0,1000.0,241300.0,2481.9
40,434.88517499994487,-442.31031999737024,86.91,4400.0,0.15,1.15,215200.0,1700.0000000000002,221300.0,4519.1
40,439.1751749998657,-435.3603199962527,67.37,11299.999999999998,0.24,3.25,145800.0,3600.0,160700.0,11608.999999999998
40,445.61517499992624,-425.2903199978173,39.23,14500.0,1.13,4.65,122500.0,5000.0,142000.0,15060.1
40,448.2551749999402,-421.2303199972957,27.95,1100.0,0.06,0.32,179300.0,400.0,180800.0,1135.88
41,771.9051749999635,-506.88031999766827,317.47,7800.0,0.24,2.21,309600.0,2300.0,319700.0,8021.64
41,769.7051749998936,-512.4103199969977,300.83,3700.0,0.14,1.1,160000.0,1100.0,164800.0,3813.4
41,767.2651749999495,-518.5603199973702,282.62,1900.0,0.03,0.48,171300.0,600.0,173800.0,1944.82
41,765.8451749999076,-522.1003199964762,272.25,800.0,0.03,0.11,199900.0,400.0,201100.0,813.74
41,763.4251749998657,-527.7203199975193,255.45,1800.0,0.04,0.38,188500.0,600.0,190900.0,1837.92
41,759.6651749999728,-535.8403199966997,230.83,1700.0000000000002,0.05,0.38,247200.0,600.0,249500.0,1739.4200000000003
41,755.8951749999542,-543.5903199966997,207.36,1500.0,0.04,0.43,260000.0,500.0,262000.0,1542.12
41,752.7851749999681,-549.9103199969977,188.14,1600.0,0.05,0.47,224200.00000000003,600.0,226400.00000000003,1646.98
41,750.215174999903,-554.9803199972957,172.7,500.0,0.02,0.15,186800.0,200.0,187500.0,515.6
41,746.215174999903,-562.6903199963272,149.29,5800.0,0.45,1.6,285600.0,2200.0,293600.0,6001.9
41,743.6351749999449,-567.7503199968487,134.11,28000.0,3.32,5.0,460900.00000000006,13400.0,502300.00000000006,28918.0
41,740.825174999889,-573.2703199964017,117.75,4700.0,1.07,0.8,288000.0,3500.0,296200.0,4927.7
41,737.9551749998936,-579.0203199964017,100.88,4100.0,1.24,0.7,305800.0,2700.0,312600.0,4344.8
41,736.825174999889,-581.3003199975938,94.22,9200.0,2.06,0.78,483400.00000000006,12600.0,505200.00000000006,9574.52
41,735.7451749999309,-583.4903199970722,87.8,2900.0,0.16,0.77,226200.0,1100.0,230200.0,2988.68
41,733.7751749999588,-587.6003199964762,75.84,4800.0,0.42,0.99,281700.0,2300.0,288800.0,4946.16
41,730.4051749999635,-594.5903199966997,55.73,4500.0,0.24,0.92,268400.0,2200.0,275100.0,4613.28
41,726.5351749999681,-602.4003199972212,33.37,1100.0,0.05,0.38,205400.0,400.0,206900.0,1139.42
41,722.6951749998843,-610.2103199977428,11.0,4100.0,0.18,1.11,244400.0,1900.0,250400.0,4220.24
41,719.965174999903,-615.7603199966252,-4.88,1600.0,0.03,0.46,209300.0,600.0,211500.0,1643.14
42,583.4851749999216,-581.3403199966997,311.8,3700.0,0.25,1.03,253900.0,1500.0,259100.0,3824.02
42,581.2851749999681,-587.0203199964017,299.0,4300.0,0.47,0.78,271300.0,2000.0,277600.0,4436.02
42,580.2451749999309,-589.7003199979663,292.98,4400.0,0.45,1.0,277400.0,2600.0,284400.0,4551.5
42,578.0951749999076,-595.2103199977428,280.54,13400.0,4.0,1.34,499400.0,15100.0,527900.0,14112.56
42,574.7051749998936,-603.8603199962527,260.98,3000.0,0.22,0.58,266000.0,2000.0,271000.0,3081.72
42,571.5651749998797,-611.8303199969232,243.27,2900.0,0.16,0.53,253400.0,1500.0,257800.0,2968.52
42,569.8851749999449,-616.0303199980408,234.02,27600.0,2.7,3.69,481400.0,19100.0,528100.0,28314.96
42,568.6451749999542,-619.1703199967742,227.18,2600.0,0.23,0.51,229100.0,1300.0,233000.0,2677.34
42,566.5051749999402,-624.5203199964017,215.64,8100.000000000001,0.83,1.78,263000.0,3100.0,274200.0,8374.02
42,563.9551749998936,-630.8103199973702,202.15,4000.0,0.21,0.81,256000.0,1800.0,261800.0,4099.54
42,560.5151749999495,-639.1903199963272,184.32,6600.0,0.35,1.29,290100.0,2600.0,299300.0,6760.86
42,547.0351749999681,-669.6903199963272,120.65,3100.0,0.17,0.49,211800.0,1800.0,216700.0,3166.66
43,822.8651749999262,-376.9203199967742,311.03,5300.0,0.36,0.71,92900.0,700.0000000000001,98900.0,5413.64
43,820.9551749998936,-381.6703199967742,296.92,8400.0,0.28,0.99,102100.0,3400.0000000000005,113900.0,8525.16
43,820.045174999861,-383.9003199972212,290.3,6899.999999999999,0.52,0.59,43900.0,2200.0,53000.0,7027.5599999999995
43,818.715174999903,-387.1603199969977,280.65,7200.0,0.39,0.8,86900.0,2400.0,96500.0,7325.7
43,816.4251749998657,-392.72031999751925,264.32,4300.0,0.29,0.44,39500.0,1300.0,45100.0,4380.46
43,812.8051749998704,-401.22031999751925,239.35,3200.0,0.11,0.33,109300.0,1300.0,113800.0,3244.22
43,809.3651749999262,-409.1003199964762,216.16,2900.0,0.24,0.37,74700.0,1300.0,78900.0,2967.08
43,806.825174999889,-414.80031999759376,199.22,1200.0,0.07,0.11,76400.0,700.0000000000001,78300.0,1219.74
43,803.795174999861,-421.4403199963272,179.46,5800.0,0.4,0.46,48800.0,3200.0,57800.0,5898.64
43,800.325174999889,-428.7903199978173,157.49,6500.0,0.65,0.44,63700.0,4300.0,74500.0,6634.46
43,797.3051749998704,-435.0303199980408,138.86,3200.0,0.24,0.33,80200.0,1600.0,85000.0,3263.72
43,795.6751749998657,-438.38031999766827,128.86,2200.0,0.12,0.21,52699.99999999999,1000.0,55899.99999999999,2235.64
43,793.4951749999309,-442.77031999640167,115.72,8000.0,0.51,0.8,115400.0,4100.0,127500.0,8143.7
43,789.5151749999495,-450.6003199964762,92.31,700.0000000000001,0.02,0.14,190100.00000000003,300.0,191100.00000000003,714.7600000000001
43,785.545174999861,-458.2003199979663,69.55,5100.0,0.2,0.98,226000.0,1700.0000000000002,232800.0,5212.32
43,782.4151749999728,-464.13031999766827,51.93,6100.0,0.1,1.17,236200.0,2200.0,244500.0,6213.28
43,780.9051749999635,-466.9903199970722,43.45,1600.0,0.01,0.51,134600.0,600.0,136800.0,1644.34
43,780.2751749999588,-468.1703199967742,39.95,1200.0,0.02,0.35,187200.0,500.0,188900.0,1232.4
44,438.075174999889,-533.9703199975193,319.89,3600.0,0.2,0.72,234800.0,1900.0,240300.0,3690.48
44,436.1651749999728,-538.6603199969977,305.24,5600.000000000001,0.31,1.0,224400.0,3000.0,233000.0,5730.500000000001
44,433.7051749998936,-544.6403199974447,286.52,6100.0,0.18,1.38,192000.0,2700.0,200800.0,6242.92
44,425.04517499986105,-565.5203199964017,221.07,7100.0,0.18,1.77,175300.0,2400.0,184800.0,7275.68
44,422.2051749998936,-572.3403199966997,199.84,1500.0,0.08,0.3,184400.0,600.0,186500.0,1537.2
44,420.3951749999542,-576.6503199972212,186.43,4800.0,0.29,0.99,207800.0,2500.0,215100.0,4926.66
44,418.53517499996815,-581.0003199968487,172.97,4900.0,0.25,1.08,202600.00000000003,2300.0,209800.00000000003,5028.22
44,415.5651749998797,-587.9903199970722,151.73,14200.0,3.24,2.4,398300.0,8800.0,421300.0,14887.6
44,412.63517499994487,-594.8803199976683,130.67,6800.000000000001,1.11,1.11,356800.0,4700.0,368300.0,7059.740000000001
44,410.0151749999495,-601.1203199978918,111.61,11700.0,0.97,2.89,319700.0,5400.0,336800.0,12088.26
44,407.8151749998797,-606.4103199969977,95.37,7100.0,0.34,1.12,330100.0,4900.0,342100.0,7245.08
44,405.8051749998704,-611.3103199973702,80.33,4000.0,0.33,0.67,217500.0,1700.0000000000002,223200.0,4105.78
45,158.30517499987036,-154.38031999766827,200.1,3500.0,0.08,0.71,199300.0,1000.0,203800.0,3571.64
45,156.54517499986105,-159.12031999789178,188.67,2900.0,0.05,0.58,106900.0,800.0,110600.0,2956.22
45,153.30517499987036,-167.5903199966997,168.27,6500.0,0.17,1.38,267500.0,2000.0,276000.0,6641.42
45,149.825174999889,-176.49031999707222,146.56,4200.0,0.13,0.9,247200.0,1300.0,252700.0,4295.1
45,147.06517499987967,-183.40031999722123,129.73,16800.0,1.22,4.14,470700.0,6200.0,493700.0,17330.76
45,144.06517499987967,-190.81031999737024,111.75,4200.0,0.09,1.0,259900.0,1300.0,265400.0,4297.5
45,140.2551749999402,-200.22031999751923,88.9,1800.0,0.07,0.37,243400.0,600.0,245800.0,1841.58
45,137.8451749999076,-206.2303199972957,74.27,2400.0,0.1,0.41,240300.0,800.0,243500.0,2449.44
45,136.51517499994952,-209.4503199979663,66.41,2000.0,0.07,0.36,248000.0,600.0,250600.0,2040.74
45,133.69517499988433,-216.05031999759376,50.34,1900.0,0.09,0.35,255100.00000000003,600.0,257600.00000000003,1942.9
45,129.55517499987036,-225.4603199977428,27.55,2800.0000000000005,0.11,0.76,260500.0,900.0,264200.0,2880.3400000000006
45,125.26517499994952,-234.90031999722123,4.8,2200.0,0.09,0.62,259200.00000000003,700.0000000000001,262100.00000000003,2265.58
45,121.79517499986105,-242.30031999759376,-12.96,3000.0,0.13,0.67,257300.0,1000.0,261300.0,3075.78
46,121.78517499996816,28.149680003523827,191.86,3000.0,0.11,0.81,274400.0,800.0,278200.0,3084.54
46,119.14517499995418,20.06968000344932,168.35,6700.0,0.23,1.7,263400.0,1900.0,272000.0,6877.3
46,116.38517499994488,11.989680003374817,144.85,4000.0,0.09,1.05,292400.0,1100.0,297500.0,4101.7
46,113.53517499996816,3.919680003076792,121.36,3500.0,0.09,0.82,256800.0,900.0,261200.0,3582.38
46,110.825174999889,-3.49031999707222,99.76,4300.0,0.14,1.02,272600.0,1100.0,278000.0,4406.68
47,-469.4348250001203,146.35968000255525,371.43,3100.0,0.05,0.85,12200.0,700.0000000000001,16000.0,3178.9
47,-472.814825000125,138.4196800030768,347.25,3300.0,0.03,0.75,10100.0,1000.0,14400.0,3367.5
47,-475.86482500005513,131.38968000374734,326.99,3000.0,0.03,0.49,19100.0,1100.0,23200.0,3045.66
47,-478.0948250000365,126.42968000285327,312.93,3500.0,0.04,0.45,39800.0,1400.0000000000002,44700.0,3543.8
47,-480.88482500007376,120.50968000292778,296.27,6700.0,0.05,0.94,16600.0,2400.0,25700.0,6786.46
47,-483.1848250001203,115.7396800033748,283.12,5800.0,0.04,0.92,13300.0,1700.0000000000002,20800.0,5883.28
48,421.9851749999216,-302.5803199969232,180.22,3100.0,0.09,0.82,182600.00000000003,800.0,186500.00000000003,3182.38
48,420.6251749999356,-306.13031999766827,169.37,49000.0,3.63,10.94,410600.0,14300.0,473900.0,50463.46
48,420.0051749999402,-307.72031999751925,164.54,9500.0,1.01,2.14,269100.0,3000.0,281600.0,9831.26
48,418.3351749998983,-311.90031999722123,151.81,27200.000000000004,3.08,4.66,483800.0,10700.0,521700.0,28053.440000000002
48,415.94517499988433,-317.6803199965507,134.24,4000.0,0.24,0.81,254800.0,1300.0,260100.0,4104.04
48,414.6651749999728,-320.6803199965507,125.16,24900.000000000004,2.57,2.13,493700.0,11600.0,530200.0,25464.420000000002
48,414.1451749999542,-321.86031999625266,121.58,13600.000000000002,2.07,1.8,351900.0,6200.0,371700.0,14061.700000000003
48,413.6551749999635,-322.97031999751925,118.25,16500.0,3.43,1.9,449200.0,8800.0,474500.0,17174.1
48,411.79517499986105,-327.11031999625266,105.72,6899.999999999999,0.42,1.47,264600.0,2200.0,273700.0,7086.479999999999
48,409.86517499992624,-331.36031999625266,92.92,38100.0,1.27,10.08,500000.0,11600.0,549700.0,39137.22
48,407.7351749999216,-336.0303199980408,79.09,6600.0,0.35,1.26,257400.0,2100.0,266100.0,6758.34
