HOLEID,X,Y,Z,cu_ppm,au_ppm,ag_ppm,fe_ppm,s_ppm,total_sulphide_ppm,CuEq_ppm
62,-763.3248250001343,507.5096800029278,177.42,900.0,0.04,0.21,190300.0,400.0,191600.0,923.64
62,-765.814825000125,501.7896800022572,164.86,2800.0000000000005,0.16,0.51,188000.0,1100.0,191900.0,2866.8400000000006
62,-768.8348250000272,494.97968000359833,150.16,3800.0,0.12,1.59,207400.0,1200.0,212400.0,3951.56
62,-769.8548250000458,492.7096800021827,145.29,20100.0,1.26,6.72,307300.0,6600.0,334000.0,20853.48
62,-770.7948250001064,490.6596800033003,140.93,1300.0,0.3,0.54,216900.0,400.0,218600.0,1390.36
62,-772.064825000125,487.88968000374734,135.08,4000.0,0.19,1.6,240600.0,1300.0,245900.0,4162.9
62,-774.0948250000365,483.51968000270426,125.89,2300.0,0.05,1.04,214500.0,700.0000000000001,217500.0,2394.86
62,-776.784825000097,477.72968000359833,113.89,3200.0,0.21,1.55,267500.0,1100.0,271800.0,3361.7
62,-778.3848250000738,474.3096800036728,106.86,22600.0,0.85,9.48,443800.0,7700.0,474100.0,23523.82
62,-779.034825000097,472.9196800030768,104.02,23100.0,2.11,10.7,432600.0,7300.0,463000.0,24315.3
62,-780.9448250001296,468.8496800027788,95.71,8300.0,0.51,3.35,269800.0,2600.0,280700.0,8657.9
62,-783.1148250000551,464.26968000270426,86.46,41300.0,2.46,9.6,454400.0,14800.0,510500.0,42475.4
62,-785.1648250001017,459.9896800033748,77.89,11299.999999999998,0.73,4.23,328100.0,4400.0,343800.0,11764.819999999998
62,-787.1848250001203,455.8296800032258,69.64,7200.0,0.21,2.77,252000.0,1800.0,261000.0,7464.18
62,-788.6048250000458,452.9296800028533,63.94,8800.0,0.1,2.93,285000.0,2500.0,296300.0,9061.12
62,-792.2548250000691,445.5096800029278,49.52,4800.0,0.03,1.85,168600.0,1200.0,174600.0,4959.9
62,-797.8948250000831,434.19968000240624,27.95,4000.0,0.05,1.55,216100.0,1000.0,221100.0,4137.7
62,-803.7448250000598,422.6496800035238,6.57,6000.0,0.31,2.17,264000.0,1500.0,271500.0,6228.78
62,-808.7348250000505,413.1196800023317,-10.79,6600.0,0.24,1.91,229600.0,1500.0,237700.0,6796.44
62,-816.0448250001064,399.6096800025553,-35.13,5699.999999999999,0.02,0.43,17500.0,1300.0,24500.0,5739.119999999999
63,-692.7548250000691,687.0696800034493,254.07,900.0,0.03,0.07,33400.0,200.0,34500.0,910.38
63,-695.424825000111,679.4796800035983,230.72,1800.0,0.12,0.06,43200.0,1000.0,46000.0,1823.04
63,-699.3548250000458,668.9896800033748,198.88,2800.0000000000005,0.14,0.08,95900.0,2200.0,100900.0,2827.7200000000003
63,-702.454825000139,661.2396800033748,175.31,2500.0,0.16,0.29,112300.0,1100.0,115900.0,2548.36
63,-705.7348250000505,653.5396800022572,151.76,2300.0,0.12,0.15,97000.0,1100.0,100400.0,2330.6
63,-709.1948250001296,645.8996800035238,128.2,5400.0,0.17,0.37,107000.0,2000.0,114400.0,5456.58
63,-712.674825000111,638.6396800037473,105.68,5300.0,0.97,0.47,55800.0,1900.0,63000.0,5484.98
63,-717.534825000097,629.0796800032258,75.92,3700.0,0.11,0.39,103900.0,1300.0,108900.0,3749.26
63,-720.2548250000691,624.0296800024807,60.29,2700.0,0.08,0.22,123200.0,1000.0,126900.0,2730.48
63,-723.534825000097,618.1796800028533,42.43,4300.0,0.12,0.59,160400.0,1500.0,166200.0,4367.56
63,-727.4348250001203,611.5196800027043,22.13,3600.0,0.17,0.76,123500.0,1300.0,128400.0,3689.34
63,-730.5448250001064,606.4396800026298,6.66,3400.0000000000005,0.11,0.66,187900.0,1200.0,192500.0,3471.9400000000005
63,-734.1548250000924,600.6696800030768,-10.84,1600.0,0.12,0.4,138400.0,600.0,140600.0,1651.6
63,-737.4748250000412,595.4196800030768,-26.66,2400.0,0.12,0.66,232000.0,900.0,235300.0,2473.44
63,-740.9048250000924,590.0496800020337,-42.61,3700.0,0.13,0.96,172100.0,1300.0,177100.0,3800.14
63,-743.6248250000644,585.8996800035238,-54.95,21400.0,0.12,6.75,156800.0,5600.000000000001,183800.0,21985.0
63,-747.0548250001157,580.7096800021827,-70.37,1400.0000000000002,0.06,0.31,143700.0,600.0,145700.0,1435.0400000000002
63,-750.7648250000784,575.2096800021827,-86.51,1700.0000000000002,0.06,0.61,156100.0,600.0,158400.0,1760.2400000000002
63,-754.6548250000924,569.6296800021082,-102.58,5000.0,0.66,1.56,248000.0,1900.0,254900.0,5230.04
63,-760.034825000097,562.2796800024807,-123.53,2400.0,0.2,0.94,222400.0,800.0,225600.0,2508.96
64,-668.2648250000784,476.4896800033748,298.87,6899.999999999999,0.19,0.65,207200.0,600.0,214700.0,6983.099999999999
64,-670.284825000097,471.5796800032258,286.79,1100.0,0.05,0.23,139500.0,500.0,141100.0,1126.82
64,-670.9348250001203,470.01968000270426,282.94,700.0000000000001,0.04,0.15,225500.0,200.0,226400.0,718.6000000000001
64,-672.6348250000738,465.9996800031513,272.98,8200.0,0.46,2.34,179500.0,2400.0,190100.0,8465.56
64,-675.814825000125,458.6796800028533,254.78,10100.0,0.42,2.51,273900.0,3200.0,287200.0,10373.84
64,-678.0148250000784,453.7596800029278,242.51,2800.0000000000005,0.11,0.73,175900.0,900.0,179600.0,2877.8200000000006
64,-680.6248250000644,448.0796800032258,228.44,4100.0,0.21,1.63,224000.0,1300.0,229400.0,4268.42
64,-684.204825000139,440.4996800031513,209.73,8300.0,0.35,3.48,250000.0,2600.0,260900.0,8644.82
64,-687.4848250000505,433.72968000359833,193.1,11299.999999999998,0.64,4.93,293200.0,3700.0,308200.0,11810.119999999999
64,-691.314825000125,426.0096800029278,174.25,10200.0,0.58,4.56,289100.0,3500.0,302800.0,10670.04
64,-695.6348250000738,417.4096800033003,153.39,21100.0,1.54,9.76,407900.0,7200.0,436200.0,22150.84
64,-700.4848250000505,408.0896800030023,130.7,19000.0,1.35,7.53,409500.0,6600.0,435100.0,19835.02
64,-704.064825000125,401.3396800030023,114.33,13500.0,0.86,5.43,358400.00000000006,4500.0,376400.00000000006,14085.12
64,-705.6148250000551,398.4296800028533,107.31,7100.0,0.33,2.82,275800.0,2500.0,285400.0,7386.38
64,-706.5848250000272,396.6096800025553,102.92,8300.0,0.44,3.26,289900.0,2600.0,300800.0,8639.84
64,-708.2548250000691,393.4696800019592,95.39,19400.0,1.08,7.84,353500.0,5300.0,378200.0,20220.56
64,-711.924825000111,386.6096800025553,79.0,10700.0,0.45,4.42,272400.0,2800.0000000000005,285900.0,11138.78
64,-717.1848250001203,377.0696800034493,56.49,7400.0,0.04,3.21,183000.0,1900.0,192300.0,7675.64
64,-722.674825000111,367.4996800031513,34.06,8300.0,0.14,3.04,194000.0,2100.0,204400.0,8576.36
64,-726.564825000125,360.9196800030768,18.6,13600.000000000002,0.58,4.57,218100.0,3400.0000000000005,235100.0,14070.880000000001
64,-728.3348250000272,357.9696800019592,11.68,1400.0000000000002,0.03,0.57,18400.0,400.0,20200.0,1452.38
64,-732.9648250000319,350.30968000367284,-6.23,8700.0,0.03,1.66,13000.0,700.0000000000001,22400.0,8843.94
65,-842.9648250000319,578.3696800023317,309.73,7700.0,0.33,1.11,299200.0,200.0,307100.0,7842.74
65,-845.3348250000272,571.9596800021827,294.71,3800.0,0.1,0.92,226500.0,500.0,230800.0,3892.28
65,-847.0948250000365,567.1996800024062,283.7,4300.0,0.12,1.06,238400.0,1500.0,244200.0,4407.04
65,-850.174825000111,559.0496800020337,265.01,1800.0,0.06,0.28,163800.0,700.0000000000001,166300.0,1832.52
65,-852.5248250000877,553.0096800029278,251.2,1100.0,0.07,0.17,137000.0,500.0,138600.0,1124.78
65,-856.1548250000924,543.8196800034493,230.27,3800.0,0.18,0.66,154200.0,1400.0000000000002,159400.0,3882.44
65,-860.534825000097,532.9896800033748,205.84,3100.0,0.1,0.6,252700.0,1100.0,256900.0,3165.4
65,-865.3348250000272,521.2196800019592,179.86,2800.0000000000005,0.11,0.87,196100.0,800.0,199700.0,2889.5800000000004
65,-870.0948250000365,510.0296800024808,155.36,2600.0,0.08,1.02,232500.0,700.0000000000001,235800.0,2697.68
65,-872.8048250001157,503.8296800032258,141.98,4100.0,0.09,1.62,228600.0,1100.0,233800.0,4249.58
65,-874.284825000097,500.5096800029278,134.85,4200.0,0.06,1.7,188500.0,1000.0,193700.0,4351.8
65,-877.0448250001064,494.4196800030768,121.9,9600.0,0.17,4.5,272000.0,2500.0,284100.0,10003.5
65,-881.2448250000598,485.3196800034493,102.79,4600.0,0.12,1.51,221400.0,1200.0,227200.0,4744.84
65,-886.3348250000272,474.5696800034493,80.8,5500.0,0.22,1.88,241500.0,1300.0,248300.0,5690.92
65,-891.6348250000738,463.9296800028533,59.76,5000.0,0.13,1.28,194300.0,1200.0,200500.0,5127.02
65,-896.2648250000784,454.9296800028533,42.36,8100.000000000001,0.25,2.18,51300.0,1900.0,61300.0,8320.62
65,-900.6348250000738,446.6596800033003,26.63,2100.0,0.04,0.38,18500.0,500.0,21100.0,2137.92
65,-908.8648250000552,431.6596800033003,-1.44,2000.0,0.02,0.39,28100.0,500.0,30600.0,2035.76
66,77.47517499991227,50.26968000270426,161.11,8200.0,0.12,2.02,254800.0,2000.0,265000.0,8387.68
66,73.89517499995418,40.589680003002286,138.34,3400.0000000000005,0.08,0.82,282400.0,900.0,286700.0,3480.8800000000006
66,70.11517499992624,30.97968000359833,115.57,3300.0,0.11,0.83,250100.00000000003,900.0,254300.00000000003,3386.22
66,66.10517499991693,21.429680002853274,92.82,3200.0,0.11,0.78,239200.00000000003,800.0,243200.00000000003,3282.02
66,61.87517499993555,11.809680003672838,70.13,2600.0,0.1,0.59,241500.0,700.0000000000001,244800.0,2664.56
66,58.03517499996815,3.2796800024807453,50.44,2500.0,0.12,0.47,234400.0,800.0,237700.0,2557.48
66,55.50517499994021,-2.2303199972957373,37.71,17900.0,1.1,3.21,348500.0,5300.0,371700.0,18334.64
66,53.81517499987967,-5.830319996923208,29.36,2200.0,0.14,0.36,248200.0,700.0000000000001,251100.0,2251.24
66,52.68517499987502,-8.230319997295737,23.76,15300.0,1.1,2.82,386900.0,4800.0,407000.0,15701.88
66,50.01517499994952,-13.74031999707222,10.89,4800.0,0.39,0.88,282100.0,1500.0,288400.0,4932.42
66,45.14517499995418,-23.43031999655068,-11.64,5500.0,0.28,0.86,254900.0,1700.0000000000002,262100.0,5614.24
66,42.0851749998983,-29.49031999707222,-25.71,4000.0,0.16,0.55,249000.0,1200.0,254200.0,4070.2
67,38.30517499987036,86.80968000367284,159.66,4600.0,0.11,1.15,247100.0,1300.0,253000.0,4713.1
67,41.43517499987502,95.08968000300229,134.65,5500.0,0.18,1.47,278000.0,1500.0,285000.0,5650.48
67,44.62517499993555,103.4896800033748,109.68,8900.0,0.38,2.59,301400.0,2500.0,312800.0,9174.56
67,47.86517499992624,111.87968000210822,84.95,14200.0,1.4,2.35,471200.0,5500.0,490900.0,14607.4
67,49.72517499991227,116.72968000359832,70.72,6400.0,0.33,1.82,272900.0,1900.0,281200.0,6602.38
67,51.43517499987502,121.4696800019592,57.02,5400.0,0.35,1.41,280200.0,1600.0,287200.0,5570.94
67,53.65517499996349,128.1596800033003,38.01,5699.999999999999,0.4,1.5,315600.0,1900.0,323200.0,5885.999999999999
67,55.745174999930896,135.05968000367284,19.06,26900.0,1.14,7.07,395400.0,8100.000000000001,430400.0,27664.88
67,57.27517499995884,140.3396800030023,4.81,18600.0,1.59,5.41,450000.0,6400.0,475000.0,19292.94
67,58.09517499990761,143.20968000218272,-2.91,10000.0,0.51,3.1,315500.0,3300.0,328800.0,10336.9
67,59.37517499993555,147.75968000292778,-15.19,23300.0,1.93,4.99,397800.0,7700.0,428800.0,24008.66
67,60.34517499990761,151.28968000225723,-24.7,18600.0,1.17,6.21,352100.0,5900.0,376600.0,19297.14
67,61.14517499995418,154.14968000352383,-32.4,18900.0,1.64,5.35,417800.0,6400.0,443100.0,19595.4
67,62.80517499987036,160.28968000225723,-48.78,5900.0,0.38,2.08,267400.0,1800.0,275100.0,6131.72
67,64.05517499987036,165.25968000292778,-61.79,38500.0,4.98,7.36,491500.0,14600.0,544600.0,39865.24
67,64.39517499995418,166.64968000352383,-65.41,20100.0,1.59,2.62,398400.00000000006,8700.0,427200.00000000006,20558.58
68,-991.2748250000876,609.7996800020337,330.19,8000.0,0.91,6.34,324400.0,400.0,332800.0,8669.06
68,-993.6648250001016,602.6196800023317,314.28,19000.0,0.46,4.7,283100.0,2200.0,304300.0,19463.8
68,-995.204825000139,597.8296800032258,303.77,30300.0,0.87,8.97,381100.0,11000.0,422400.0,31183.98
68,-996.8948250000832,592.7096800021827,292.55,11000.0,0.78,4.07,282800.0,3900.0,297700.0,11458.88
68,-998.454825000139,588.0996800027788,282.46,27900.0,2.18,9.56,395000.0,10400.0,433300.0,29030.04
68,-999.8548250000458,584.1796800028533,273.92,12500.0,0.42,4.73,270300.0,4500.0,287300.0,12960.32
68,-1002.0748250001344,578.1296800021082,260.79,26400.0,1.63,9.43,407900.0,9600.0,443900.0,27436.62
68,-1004.534825000097,571.6296800021082,246.74,11600.0,0.96,3.61,334400.0,5000.0,351000.0,12047.24
68,-1005.7248250000412,568.5496800020337,240.15,4500.0,0.41,1.57,354700.0,2000.0,361200.0,4693.38
68,-1006.7448250000598,565.9796800035983,234.71,5900.0,0.17,2.24,325000.0,1900.0,332800.0,6113.66
68,-1009.5848250000272,558.9996800031513,220.03,4100.0,0.13,1.47,262300.0,1400.0000000000002,267800.0,4242.98
68,-1014.174825000111,548.3196800034493,197.9,7800.0,0.44,2.66,287000.0,2700.0,297500.0,8089.44
68,-1017.564825000125,540.6696800030768,182.42,3000.0,0.06,0.57,288100.0,2000.0,293100.0,3056.88
68,-1021.174825000111,532.9796800035983,167.0,6400.0,0.1,1.94,39500.0,1900.0,47800.0,6577.96
68,-1025.2648250000784,524.4096800033003,149.83,2300.0,0.03,0.3,10500.0,1100.0,13900.0,2329.7
69,299.6451749999542,-89.0303199980408,143.98,37400.0,3.2,7.1,497400.0,13000.0,547800.0,38476.4
69,296.6551749999635,-96.2503199968487,121.63,23700.0,2.94,4.0,462700.00000000006,8800.0,495200.00000000006,24477.0
69,293.5651749998797,-103.44031999632716,99.29,7300.0,2.25,1.44,296500.0,2500.0,306300.0,7758.46
69,290.1451749999542,-111.0003199968487,75.7,3300.0,0.45,0.72,256400.0,1000.0,260700.0,3427.98
69,287.4051749999635,-116.79031999781728,57.58,3200.0,0.24,0.83,252300.0,1000.0,256500.0,3305.72
69,284.5951749999076,-122.56031999737024,39.46,24400.0,2.55,5.75,483200.0,8300.0,515900.0,25265.5
69,280.95517499989364,-130.11031999625266,15.9,27600.0,2.92,5.88,493500.0,10400.0,531500.0,28531.92
69,277.22517499991227,-137.65031999722123,-7.64,22700.0,2.78,3.42,499800.0,9100.0,531600.0,23404.28
69,273.4851749999216,-145.2003199979663,-31.17,39900.0,3.47,6.02,499600.0,14400.0,553900.0,40926.18
69,269.8051749998704,-152.74031999707222,-54.72,24400.0,2.54,3.28,497600.0,10000.0,532000.0,25056.52
69,266.4951749999309,-159.63031999766827,-76.29,35600.0,2.27,9.99,462100.0,11200.000000000002,508900.0,36779.66
69,263.2351749999216,-166.56031999737024,-97.84,6600.0,0.38,1.73,291500.0,1900.0,300000.0,6802.32
69,259.7651749999495,-174.31031999737024,-121.35,3400.0000000000005,0.14,0.98,262600.0,1000.0,267000.0,3503.3200000000006
69,256.1751749998657,-182.0803199969232,-144.84,3700.0,0.18,0.95,224300.0,1200.0,229200.0,3806.8
69,253.77517499995884,-187.1903199963272,-160.4,4000.0,0.17,1.07,239800.0,1300.0,245100.0,4115.38
69,252.8351749998983,-189.1903199963272,-166.49,9000.0,0.49,2.32,269800.0,3000.0,281800.0,9268.38
69,252.14517499995415,-190.6703199967742,-170.97,8200.0,0.56,2.41,205300.0,2600.0,216100.0,8486.44
69,251.54517499986105,-191.9403199963272,-174.85,2500.0,0.11,0.69,231300.0,900.0,234700.0,2574.46
69,250.14517499995415,-194.9403199963272,-184.0,1800.0,0.06,0.56,184700.0,600.0,187100.0,1856.04
69,248.7451749999309,-197.97031999751923,-193.21,8100.000000000001,0.28,1.6,160400.0,3000.0,171500.0,8276.400000000001
69,248.12517499993555,-199.32031999714675,-197.3,900.0,0.04,0.29,184900.0,300.0,186100.0,930.36
69,247.21517499990296,-201.2803199980408,-203.27,2500.0,0.12,0.61,249900.0,900.0,253300.0,2569.24
69,245.1651749999728,-205.65031999722123,-216.57,1000.0,0.03,0.23,212600.00000000003,300.0,213900.00000000003,1023.82
69,242.9851749999216,-210.1703199967742,-230.33,8300.0,0.84,2.26,302400.0,3200.0,313900.0,8615.84
69,242.0051749999402,-212.1903199963272,-236.41,300.0,0.01,0.11,241900.0,200.0,242400.0,310.74
69,241.3051749998704,-213.63031999766827,-240.75,10700.0,0.73,2.86,339700.0,4800.0,355200.0,11049.74
69,240.5051749999402,-215.2603199966252,-245.67,1300.0,0.08,0.47,227900.0,500.0,229700.0,1351.48
69,239.69517499988436,-216.9203199967742,-250.64,4100.0,0.38,1.01,277300.0,1900.0,283300.0,4241.84
69,237.35517499991693,-221.68031999655068,-264.97,5900.0,0.59,1.57,281100.0,2700.0,289700.0,6120.38
69,234.9951749999309,-226.5003199968487,-279.48,16100.000000000002,2.21,3.43,428300.0,9700.0,454100.0,16719.62
69,234.14517499995415,-228.2303199972957,-284.69,2000.0,0.24,0.59,250600.0,800.0,253400.0,2085.56
69,232.6751749998657,-231.22031999751923,-293.69,25900.0,1.64,7.75,485700.0,10400.0,522000.0,26797.0
70,-950.314825000125,553.3996800035238,324.78,24200.0,1.0,5.32,348700.0,4100.0,377000.0,24796.88
70,-952.0148250000784,548.3896800037473,313.29,29600.0,3.29,9.51,434600.0,10700.0,474900.0,30892.34
70,-952.6048250000458,546.6596800033003,309.32,16900.0,1.47,5.66,293900.0,6000.0,316800.0,17595.94
70,-953.3248250001344,544.5696800034493,304.55,17800.0,1.27,6.67,401700.0,6200.0,425700.0,18550.78
70,-954.3448250000364,541.6796800028533,297.95,8200.0,0.34,3.06,303400.0,3000.0,314600.0,8508.04
70,-955.8548250000458,537.4896800033748,288.47,7200.0,0.17,2.75,348300.0,2200.0,357700.0,7456.5
70,-957.0248250000876,534.3396800030023,281.38,14100.0,0.11,5.3,417100.0,4300.0,435500.0,14561.7
70,-958.4348250001204,530.5896800030023,273.02,8800.0,0.1,3.1,277400.0,2600.0,288800.0,9075.4
70,-959.784825000097,527.1096800025553,265.38,9300.0,0.11,3.16,348400.00000000006,2800.0000000000005,360500.00000000006,9581.94
70,-961.6848250001204,522.3596800025553,255.02,4300.0,0.15,1.7,250400.0,1300.0,256000.0,4465.3
70,-964.8048250001156,514.7896800022572,238.65,24700.000000000004,1.67,5.96,396800.0,8400.0,429900.0,25451.140000000003
70,-968.9448250001296,505.1096800025553,218.06,8500.0,0.59,2.94,211800.0,2900.0,223200.0,8835.46
70,-972.3548250000458,497.72968000359833,202.63,2600.0,0.06,0.72,59400.00000000001,900.0,62900.00000000001,2669.48
70,-973.964825000032,494.38968000374734,195.74,4900.0,0.09,1.17,108900.0,1700.0000000000002,115500.0,5011.78
70,-977.7248250000412,486.7996800020337,180.28,2500.0,0.02,0.94,31200.0,800.0,34500.0,2581.96
70,-982.1548250000924,478.18968000262976,162.95,3700.0,0.03,1.58,28100.0,900.0,32700.0,3837.22
70,-986.1548250000924,470.6496800035238,147.85,1400.0000000000002,0.01,0.57,28900.0,300.0,30600.0,1449.38
71,382.935174999875,-110.71031999774276,155.42,7700.0,0.52,1.67,293800.0,2600.0,304100.0,7918.28
71,380.96517499990296,-115.63031999766828,140.02,28400.0,2.35,4.24,491300.0,10800.0,530500.0,29108.66
71,377.7451749999309,-123.64031999744476,114.78,27500.0,2.61,5.66,470100.0,9400.0,507000.0,28366.94
71,375.69517499988433,-128.60031999647617,99.0,10600.0,0.66,2.95,316300.0,3400.0000000000005,330300.0,10946.8
71,373.6251749999356,-133.46031999774277,83.33,21900.0,2.42,3.19,484800.0,9100.0,515800.0,22530.96
71,370.2551749999402,-141.14031999744475,58.27,18600.0,3.02,2.81,470300.0,8900.0,497800.0,19289.04
71,367.6451749999542,-146.9203199967742,39.32,46300.0,2.09,15.05,429400.0,13400.0,489100.0,47877.7
71,365.5551749998704,-151.44031999632716,24.51,5900.0,0.27,1.64,314600.0,1900.0,322400.0,6078.26
71,362.13517499994487,-158.40031999722123,1.37,34700.0,2.11,8.92,455500.0,10600.0,500800.0,35765.78
71,359.2651749999495,-163.79031999781728,-17.17,3700.0,0.12,1.12,210400.0,1100.0,215200.0,3812.08
71,356.5651749998797,-168.96031999774277,-34.96,30400.0,3.27,3.93,463100.0,13100.0,506600.0,31220.62
71,353.575174999889,-174.69031999632716,-54.71,29100.0,2.62,4.74,470500.0,12500.0,512100.0,29891.16
71,352.1451749999542,-177.43031999655068,-64.17,4600.0,0.17,1.74,275900.0,1500.0,282000.0,4771.66
72,-1050.4048250000924,596.6296800021082,344.13,8700.0,0.92,3.84,332000.0,100.0,340800.0,9160.56
72,-1052.7348250000505,589.4896800033748,327.56,2700.0,0.08,0.95,259800.0,500.0,263000.0,2791.8
72,-1053.8748250000644,585.9696800019592,319.46,8700.0,0.45,3.12,324200.0,2700.0,335600.0,9029.58
72,-1054.9448250001296,582.6696800030768,311.92,10800.0,0.45,7.6,340600.0,2700.0,354100.0,11505.9
72,-1056.1148250000551,579.0996800027788,303.82,10000.0,0.54,3.9,339300.0,3200.0,352500.0,10408.6
72,-1058.674825000111,571.5096800029278,286.82,4600.0,0.25,1.54,273700.0,1500.0,279800.0,4766.86
72,-1061.2348250000505,564.2196800019592,270.81,9800.0,0.67,2.52,302400.0,3800.0,316000.0,10112.18
72,-1062.6648250001017,560.3496800027788,262.39,3800.0,0.1,0.89,257400.0,2100.0,263300.0,3889.76
72,-1064.3248250001343,555.9896800033748,252.98,3100.0,0.07,0.95,356100.0,2600.0,361800.0,3190.3
72,-1065.2348250000505,553.6596800033003,247.95,2100.0,0.04,0.63,194800.0,1600.0,198500.0,2158.92
72,-1066.3248250001343,550.8496800027788,241.93,3900.0,0.04,0.42,21000.0,1000.0,25900.0,3941.28
73,943.0251749999588,-744.1403199974447,419.3,2700.0,0.04,0.51,217600.00000000003,100.0,220400.00000000003,2748.84
73,939.4851749999216,-753.4703199975193,396.38,2900.0,0.04,0.65,204900.0,100.0,207900.0,2960.6
73,936.1151749999262,-762.7403199970722,373.4,3000.0,0.04,0.64,201900.0,400.0,205300.0,3059.76
73,932.8551749999168,-771.9503199979663,350.39,2500.0,0.07,0.72,215200.0,800.0,218500.0,2570.98
73,929.685174999875,-780.9803199972957,327.89,3400.0000000000005,0.13,0.97,252700.0,1200.0,257300.0,3500.9800000000005
73,927.7551749999402,-786.4203199967742,314.32,14400.0,0.65,3.83,374800.0,5100.0,394300.0,14819.22
73,926.6151749999262,-789.6103199962527,306.33,4700.0,0.29,1.24,273500.0,1700.0000000000002,279900.0,4847.66
73,925.535174999968,-792.5903199966997,298.85,7100.0,0.41,2.1,286100.0,2500.0,295700.0,7337.9
73,923.5551749998704,-798.0103199966252,285.28,4000.0,0.26,0.97,283700.0,1500.0,289200.0,4120.48
73,921.185174999875,-804.4903199970722,269.17,5300.0,0.13,1.5,265100.0,1800.0,272200.0,5445.5
73,919.9851749999216,-807.7503199968487,261.19,200.0,0.02,0.1,155500.0,100.0,155800.0,211.4
73,917.715174999903,-813.8603199962527,246.39,1000.0,0.04,0.41,200800.0,400.0,202200.0,1040.44
73,914.1251749999356,-823.4303199965507,223.57,2100.0,0.1,0.64,215600.0,800.0,218500.0,2168.76
73,910.4151749999728,-833.0803199969232,200.81,1100.0,0.03,0.24,174600.0,400.0,176100.0,1124.66
73,907.6451749999542,-840.1903199963272,184.29,1100.0,0.03,0.19,168400.0,400.0,169900.0,1120.46
74,-546.3348250000272,513.1796800028533,277.4,10100.0,0.29,1.33,200100.00000000003,1800.0,212000.00000000003,10255.22
74,-549.924825000111,503.6796800028533,254.56,5600.000000000001,0.25,0.91,258900.0,2100.0,266600.0,5713.9400000000005
74,-553.6848250001203,494.0996800027788,231.77,10400.0,0.25,1.59,271100.0,3700.0,285200.0,10571.06
74,-557.6248250000644,484.44968000240624,209.05,10200.0,0.18,1.53,269500.0,3500.0,283200.0,10355.52
74,-560.7148250000319,477.1196800023317,191.9,8700.0,0.18,1.87,262700.0,3100.0,274500.0,8884.08
74,-563.8648250000551,469.6696800030768,174.82,3700.0,0.07,0.88,155900.0,1300.0,160900.0,3784.42
74,-568.2648250000784,459.5896800030023,152.37,5000.0,0.74,1.24,194600.0,1700.0000000000002,201300.0,5215.16
74,-571.4348250001203,452.5796800032258,136.96,4500.0,0.2,1.05,212600.00000000003,1600.0,218700.00000000003,4618.2
74,-573.6048250000458,447.9996800031513,126.95,10200.0,0.49,1.79,309300.0,4100.0,323600.0,10423.86
74,-576.1948250001296,442.6596800033003,115.46,2800.0000000000005,0.2,0.58,220700.0,1100.0,224600.0,2878.7200000000003
74,-578.8648250000551,437.19968000240624,103.92,6200.0,0.34,1.11,274200.0,2300.0,282700.0,6344.24
74,-582.9848250000505,429.0596800036728,87.1,4000.0,0.14,0.89,218800.0,1400.0000000000002,224200.0,4095.76
74,-586.9748250000412,421.43968000262976,71.61,8500.0,0.38,2.22,240300.0,2800.0000000000005,251600.0,8743.48
74,-591.0848250000272,413.72968000359833,56.19,7600.0,0.58,2.31,273700.0,2500.0,283800.0,7881.04
74,-597.1148250000551,402.7896800022572,34.53,8900.0,0.61,3.16,269600.0,2800.0000000000005,281300.0,9256.94
74,-603.4648250000319,391.8196800034493,12.98,9100.0,0.54,3.62,274400.0,2900.0,286400.0,9485.08
74,-609.954825000139,380.9996800031513,-7.82,9100.0,0.45,3.91,258000.0,2800.0000000000005,269900.0,9495.94
74,-616.8248250001343,369.72968000359833,-29.07,4300.0,0.18,2.25,240700.0,1300.0,246300.0,4516.0
74,-624.064825000125,358.01968000270426,-50.77,27900.0,1.56,7.86,380100.0,10100.0,418100.0,28794.24
74,-628.564825000125,350.8796800021082,-63.78,15200.0,0.54,6.76,330200.00000000006,4500.0,349900.00000000006,15848.84
74,-633.174825000111,343.6496800035238,-76.69,14900.0,0.81,4.5,346200.0,5200.0,366300.0,15399.5
74,-640.7648250000784,331.85968000255525,-97.39,13300.0,0.64,4.76,228100.0,3400.0000000000005,244800.0,13795.84
74,-645.6048250000458,324.3296800032258,-110.5,2300.0,0.1,0.77,237500.0,600.0,240400.0,2379.68
74,-649.8648250000551,317.7496800031513,-121.95,500.0,0.11,0.18,55599.99999999999,200.0,56299.99999999999,531.62
75,-631.0248250000877,285.26968000270426,387.22,2400.0,0.09,1.47,261500.0,300.0,264200.0,2536.98
75,-633.2948250001064,278.8496800027788,371.37,3700.0,0.1,0.69,213300.0,100.0,217100.0,3772.96
75,-636.5148250000784,270.1496800035238,349.21,3800.0,0.1,0.8,227800.0,600.0,232200.0,3882.2
75,-639.8448250000365,261.3496800027788,327.0,2200.0,0.06,0.52,232100.0,700.0000000000001,235000.0,2252.68
75,-642.3548250000458,255.11968000233173,311.33,2000.0,0.07,0.44,243300.0,700.0000000000001,246000.0,2047.46
75,-645.064825000125,248.7196800019592,295.62,4100.0,0.04,1.15,44100.0,1400.0000000000002,49600.0,4202.6
75,-649.3648250000551,238.9696800019592,272.73,5300.0,0.05,1.21,31000.0,1500.0,37800.0,5409.14
76,478.78517499996815,-173.64031999744475,172.06,24200.0,0.91,5.6,491900.0,8600.0,524700.0,24806.9
